Fault;802;806;808;810;812;814;814r;850;816;824;818;820;826;828;830;854;852;856;822;852r;832;888;890;858;864;834;842;860;844;846;836;862;840;838;848
R10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,938772449967973;0,0;0,0;2,9707188143704046;2,9500445848424204;3,2217864829737475;3,228638514384613;3,713310858846258;3,549984607897665;0,0;3,797152473057326;3,797285249904865;5,371921634309286;11,064382160636567;3,860202245275355;3,8857510378599938;3,9350984407858967;3,9386131306393315;3,960086004354669;3,9555586947179533;4,0020091018563635;3,993287496107349;3,996727969488826;4,003868903302063;3,9813269461770164;4,008781828390072
R11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,414989523669883;2,977205628957884;0,0;0,0;0,0;0,0;0,0;0,0;3,1299341671320207;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,853267285494237;0,0;0,0;0,0;0,0;0,0;0,0;2,994535400515647;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,435139722063496;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7469414333673696;2,9818247428000295;2,987710436998227;3,399494093909349;3,2701979284596976;0,0;3,4698336798186005;3,4699448620457467;4,743290910742501;8,70594832474329;3,522556513738984;3,543880622862672;3,584994691273658;3,587919688267865;3,605779544080705;3,602015763444443;3,640600495791244;3,63336132601088;3,636217186218118;3,6421432093043133;3,6403422439344197;3,6462197421115494
R15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0302804729736295;3,0363605204349855;3,462793195496551;3,3280663036895035;0,0;3,535846514706139;3,535962031833709;4,869613350632457;9,170855065353235;3,590643012507697;3,612817139284543;3,6555819720121088;3,6586253299738924;3,677210038989326;3,6732933125818428;3,713455153415166;3,7059187062132506;3,708891810167111;3,715061381579299;3,711872517348313;3,7193056182761013
R16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,966715093246318;3,375846045389564;3,2439657415759164;0,0;3,445836011549313;3,4459466438810935;4,716373614612898;8,78650700284544;3,498307838848394;3,5195409545114344;3,5604703355817184;3,5633829430220825;3,5811668012933935;3,5774200441731976;3,615844802441244;3,6086330630108914;3,6114773134897042;3,6173790131767465;3,609165769990122;3,6214414318934316
R17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2815575134901853;0,0;0,0;3,3477295408748518;3,3478340796761734;4,536238991704686;8,188309192622029;3,397290662233577;3,417334272014474;3,455951399180633;3,45869851115999;3,475469102857777;3,4719362354170142;3,5081576618131023;3,5013611168295826;3,5040417030556443;3,509603413872225;3,502432610507959;3,5134315263605025
R18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2374323589559695;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,242133831982578;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,346008300415373;3,346112524689654;4,5265846748830265;8,123256293131721;3,3954199524780497;3,4154072865367735;3,4538955552133244;3,456633786858577;3,4733481439185465;3,469828434478607;3,505926993498276;3,499152085957051;3,5018235677327287;3,507365903213659;3,5011999511978065;3,5111826139581366
R21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,346112524687896;4,5265846748684675;8,123256293158724;3,3954199524788358;3,415407286538161;3,453895555216617;3,456633786857402;3,473348143918776;3,469828434478206;3,5059269934979445;3,4991520859555942;3,5018235677345375;3,5073659032117863;3,50119995119837;3,511182613957139
R22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,952857816850317;4,349695155601564;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,271954417129686;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,135510158768017;3,153292070822253;3,1876257034896636;3,190065657837218;3,2049563279124684;3,2018235475053793;3,2339989120492865;3,227941924185897;3,2303213911871667;3,2352585242617247;3,2288562626925805;3,2386841910415765
R25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2819160710479809;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0806770601935884;3,082967534071122;3,0969437992302207;3,0940038765181006;3,124193259433386;3,1185108545109714;3,1207430499325826;3,1253742633068358;3,11929502294481;3,1285880724090736
R27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0101644495088196;0,0;3,0211286927275416;3,0511628375093296;0,0;0,0;0,0;0,0;3,055538661636726
R28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1984948670564872;0,0;0,0;2,209675299933955;2,210830871197151;2,213224356766736;2,205952423760994;0,0
R29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,945077303408563;2,9736989225684556;0,0;0,0;0,0;0,0;2,97786797445288
R30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8177802290168987;0,0;0,0;0,0;0,0;2,8216983740768353
R31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0227683700559256;2,0237767878823636;2,025865648425091;2,0148156546535176;0,0
R32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8008510269268458;0,0;1,7938583205278433;0,0
R33;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,227552036013843;0,0;0,0
R34;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5039292844572514;0,0
R35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9007355028166417
