Fault;802;806;808;810;812;814;814r;850;816;824;818;820;826;828;830;854;852;856;822;852r;832;888;890;858;864;834;842;860;844;846;836;862;840;838;848
R1;1,3566327019842148;1,5223062347969407;3,026107316061923;3,360828200738933;4,439200326963114;5,702120738616234;6,105872373746218;6,10648628673313;6,125545063501571;6,782349197047382;6,255247157779504;11,293636492457368;6,899148047490129;6,8390924378939895;8,374181619918867;8,417547191054247;12,303429555221472;10,854848461991706;13,535151801109311;13,19069008553639;13,19216413952565;152,46549314392263;-14,064060463409424;13,915908253429931;14,224147397280346;14,850067754594583;14,89600411651382;15,180490119752134;15,120284613592366;15,745429617781188;15,625547444100901;15,672614017431428;15,771001843423734;15,984179592400709;15,839358406539995
R2;0,0;1,305859676804808;2,2999828718101827;2,49234829087635;3,0475683324662963;3,60301576510964;3,762402277439512;3,762638603246634;3,769966418805758;4,012425962977395;3,8193837938331074;5,276693314770713;4,06176497688409;4,032493673716424;4,528771391781427;4,541600029467732;5,490094344584591;5,196836952457537;5,725873292432979;5,662401720079944;5,662677087189782;9,398129524830845;36,12680157727397;5,793807737750051;5,847293569599208;5,951843705684662;5,959311021353923;6,004953212916966;5,995379916075966;6,092619288114557;6,074337054588099;6,081534922777452;6,096496851812539;6,161513293873297;6,106825566120991
R3;0,0;0,0;2,0898046880720824;2,249381839179319;2,693631470655181;3,121376466224047;3,2410019994533417;3,2411783638892375;3,2466454720832014;3,4259471596971993;3,2834407370421816;4,313397518696842;3,4681428599967536;3,4406503275212246;3,7977666027354924;3,8068354321695526;4,455762284229271;4,272861731374298;4,61075181741287;4,569250954439672;4,5694312789350695;6,744770414737909;14,471789158273836;4,654928547239752;4,689588841748351;4,756985560181444;4,761781518511858;4,791044296760533;4,784913916863191;4,847004218652955;4,8353606069869395;4,839946422645344;4,849471811526463;4,91208573961882;4,8560421865172
R4;0,0;0,0;0,0;1,2764834825736664;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
R5;0,0;0,0;0,0;0,0;2,668629042162338;3,08762188420997;3,2045731361709286;3,2047454622065974;3,210087265556316;3,3851517971406357;3,2460393469695017;4,248254124203627;3,4331222423726366;3,3994964285563802;3,747389083723135;3,7562107591220575;4,3857824053392465;4,226382839578645;4,536101189363871;4,4955633386494975;4,495737666244513;6,576181520150932;13,671137635380036;4,578367354169939;4,611858392880174;4,67692641103808;4,681556004554452;4,709797496361402;4,703883433173729;4,763788013869855;4,752554367514248;4,756978108959236;4,766165684789684;4,849966224077322;4,772505199983021
R6;0,0;0,0;0,0;0,0;0,0;3,1186725462167204;3,2378500365908223;3,238025674789743;3,2434702204699355;3,4219779592081707;3,2801245842920217;4,304518139510854;3,4715811062425765;3,4366111509925936;3,791799671124708;3,8008137215967666;4,4450399150064115;4,2833858693353015;4,599643877473722;4,557580631580709;4,557759355144112;6,695537171695488;14,124200122192255;4,642493421478812;4,676857487608729;4,743602987268305;4,748353489302865;4,777331864492685;4,77126537872969;4,832743981659487;4,821211195255335;4,825751747160804;4,835181444824913;4,923498004136522;4,841691438276971
R7;0,0;0,0;0,0;0,0;0,0;0,0;3,236988386514044;3,237163767343924;3,242600315038238;3,420824321454805;3,2792054861819406;4,301581160584851;3,470859324302159;3,435432307238361;3,789917810041075;3,7989116868879758;4,44138284738969;4,281497182109164;4,595876768626361;4,553567095427184;4,553745213723798;6,676832806731917;13,989802880473597;4,6381908057048;4,67244350944606;4,738941484216654;4,743674747498382;4,772544971041891;4,766502986141262;4,827748920889927;4,816258003099726;4,820781336658493;4,830174567885194;4,9199242642266645;4,836661918163736
R8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,237163767343392;3,2426003150387217;3,420824321456512;3,2792054861837485;4,30158116057863;3,4708593243015096;3,435432307240008;3,789917810041485;3,7989116868890287;4,44138284739141;4,281497182108582;4,595876768626395;4,553567095431524;4,553745213722417;6,6768328066920395;13,989802880373647;4,638190805701047;4,6724435094417665;4,738941484204864;4,743674747494314;4,772544971041313;4,766502986148108;4,827748920893476;4,816258003098512;4,8207813366577925;4,830174567891411;4,919924264234765;4,8366619181652935
R9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,242600110538416;3,4208240343768037;3,2792052675962235;4,301580350080579;3,4708591697776496;3,4354320127872353;3,7899173083624986;3,798911179227183;4,441381814958549;4,281496687580013;4,595875710673438;4,553565955976687;4,55374407409105;6,676827139611853;13,989761566955401;4,638189579204432;4,67244224954341;4,738940149507889;4,743673407588748;4,772543598443385;4,766501620990017;4,827747485405169;4,816256580217382;4,820779908571598;4,830173128762531;4,919923259801259;4,836660472255739
